27,深圳,8408,4048,7185,6432,6604,5499,2932,3686,5655,5409,8468,8098,8283,5878,3829,5243,4210,5866,5027,3082,3175,1670,1927,2008,2825,680,2059,3498,4757,3079,2563,2974,3639,3543,3448,8615,5863,3976,7296,8070,8186,7741,7262,3597,3501,4313,5957,4749,8384,2214,2008,3967,1492,1734,1594,2054,4854,4666,3331,3574,5652,1741,2719,1722,2262,2576,3939,3054,2067,1863,1777,2281,2249,1312,2831,5506,6122,4276,3452,6640,3521,4612,4073,4916,4316,2520,3498,2965,4146,4394,3650,3249,3327,2675,4833,3732,3620,3732,3119,2899,2747,1966,2640,2425,3274,2487,5368,7106,7101,5009,3388,4254,4097,6453,6805,11662,4253,3787,5843,6137,6146,2953,6484,4151,2230,2796,2285,2564,2449,3005,2445,2140,1900,493,2668,1456,2018,2401,2175,1525,2617,2419,2509,2399,2303,1285,1708,1686,1729,2474,2915,3249,2379,1556,1556,2341,2221,1219,2434,2638,3365,3373,3154,3442,1807,2629,2354,3532,3918,3918,2773,2773,2390,2637,2411,3479,3918,3391,5113,0,0,0,0,0,0,0,0
28,南宁,1369,1977,1971,2531,1886,2388,1386,2093,2339,2824,2514,2790,2781,1888,2329,2179,3984,4471,4108,5038,3782,3171,4431,4636,4248,1741,2492,2479,2809,3669,2575,2323,2736,2124,3613,4335,2854,4112,6378,6231,6627,3775,6433,5596,5237,4274,6370,9764,3391,1813,2753,3520,4124,3197,3838,2958,2697,4471,3734,5140,6618,7958,764,989,1993,1994,1962,2639,2017,2238,2538,2075,1298,1665,2449,2481,3715,3602,4717,4466,4344,4151,4349,3759,4358,2120,3919,5240,4212,3655,3814,5054,5310,5854,6060,5426,4159,3124,4284,4227,4717,3887,4037,3610,3806,4358,6560,9403,5820,4481,4970,4722,6901,5605,6166,7246,6301,7205,10039,7887,7970,3661,6011,8937,8820,7810,9260,17028,6993,10222,10598,14255,6110,4681,8148,7029,6418,5949,7857,7416,7712,7038,7576,7426,6943,5460,5066,8329,6978,6674,5835,6301,5795,5881,7968,9868,11208,6611,5154,6949,8475,5915,8599,6385,8073,9924,16395,11911,9694,758,5408,8069,8068,7862,10457,8361,7682,6725,7144,0,0,0,0,0,0,0,0
29,北海,296,296,415,287,642,523,526,560,456,369,577,1711,1357,589,748,906,1030,2215,1013,836,795,419,601,593,864,308,877,1637,1408,890,1446,634,1410,635,691,868,1150,527,1460,1781,2062,1877,2195,1637,1313,1344,2060,2432,3108,2000,2354,2871,2730,2240,1823,952,922,1260,1438,1040,479,1201,3044,1327,1291,1985,2317,3109,1721,1471,1600,1569,1204,1392,1613,1833,2193,2043,1945,2001,2065,1442,1195,934,1309,926,1005,1100,1080,2227,2133,2073,2176,2125,2925,2361,2782,1543,2524,2419,2090,1824,1367,1308,1377,1419,1801,1635,1399,989,1124,1451,1544,1559,1008,593,1433,1209,1365,1218,1179,536,1132,1093,1101,1011,1087,1940,1774,2118,2406,3316,1486,2886,4215,5519,5644,2932,1824,1254,1487,2265,2064,2220,2891,2308,3452,4283,5223,4403,2752,1292,1478,1295,1519,1907,1973,1896,3552,2770,3452,2570,1607,2438,1641,1585,1913,2130,1812,269,1085,1189,1447,1618,1423,1336,1466,1632,1726,0,0,0,0,0,0,0,0
30,海口,571,465,853,912,1340,1330,909,874,946,991,1025,1907,1643,962,1676,1673,1650,1617,1402,1334,1625,1463,2083,1717,2339,795,1734,1520,2323,1544,1509,1280,984,862,883,1383,635,849,1409,1398,1863,2026,2004,1927,1817,1427,1956,2623,3341,2049,2559,7889,106,308,257,276,404,752,572,729,1335,3376,275,465,666,772,777,793,768,1009,686,907,685,884,1538,1491,2212,1844,2102,1811,1805,1431,3677,1987,2179,1308,2944,1838,2627,1440,1799,1596,1429,3557,3351,2499,2516,1185,2180,1604,1597,1505,1684,1825,1905,1731,2149,1676,1351,777,1011,1451,1452,1270,990,863,883,744,918,956,976,555,877,1123,920,904,639,455,2146,3118,3916,4786,3911,4007,5915,3305,2422,2297,1815,2126,2000,1547,1295,871,912,386,740,540,541,1257,1472,748,1371,2310,2902,3018,1777,891,3110,2375,1768,4186,2900,4060,2809,2341,2876,2946,3200,525,5593,1168,1720,1363,2620,3850,2791,0,0,0,0,0,0,0,0,0,0
31,三亚,558,1020,1061,605,455,338,222,223,208,307,421,858,758,661,988,574,446,501,237,359,339,599,631,932,1255,1339,1349,643,722,564,317,205,376,600,411,634,1317,1883,1389,1110,1109,803,856,838,783,1007,2134,3181,3594,1734,1602,923,294,199,145,301,442,430,444,662,1546,1749,1091,296,325,303,219,213,888,378,417,1266,828,1122,833,467,517,279,275,278,342,405,870,962,1759,1690,1773,1004,823,471,677,780,512,847,816,1009,950,1351,1148,676,459,488,354,408,417,730,902,1009,893,1032,1000,833,646,477,511,491,506,609,705,789,1309,725,1429,1007,687,431,351,441,457,695,811,2238,2487,4326,4870,2059,670,1128,701,730,859,761,888,1452,1389,1410,1303,1059,564,1408,570,309,83,50,297,134,186,288,615,665,350,538,389,273,230,632,468,954,606,0,247,308,255,306,365,406,322,355,432,0,0,0,0,0,0,0,0
32,重庆,6078,5489,7198,6206,14966,8108,6499,6981,9077,13993,12313,14655,13023,8032,12510,15465,15939,17001,24587,26651,23473,17809,18964,12131,10007,5554,8294,8559,10549,5656,8061,5286,6577,12759,9008,7261,6905,10860,17734,21032,18412,15858,16297,13172,12820,24964,15674,16581,12711,8587,11518,21622,7031,8346,11034,14215,17983,24528,13769,13948,13109,6095,9050,13255,8620,7626,6925,7102,8433,9312,9243,10468,5399,11724,10731,14076,8313,14106,12547,11031,9935,12853,17057,18651,10952,9829,14509,16941,12527,9046,9800,12725,10527,17951,12222,10841,8559,7032,8208,14667,8745,10018,10944,9587,12536,21150,15074,15269,9705,5191,7819,17211,17745,13985,9471,14637,10620,14381,14435,19045,15232,9516,19853,19656,15947,11467,10529,11769,12654,21117,23934,20302,20370,12964,15959,21156,20108,13543,11422,9045,11980,13567,13546,13762,14086,11234,12295,13316,14666,16231,12988,15867,14345,15631,12836,17398,15621,7728,15004,21244,18006,18318,16781,13810,12679,15348,12156,15624,12371,319,8031,10987,14521,15481,13098,15030,14065,15065,16988,0,0,0,0,0,0,0,0
33,成都,4584,3926,5217,5314,5947,5534,5813,5059,5276,6382,8932,10998,9553,4396,6885,7732,7023,10750,12274,12802,11133,8264,7935,6072,5256,2703,5158,5895,3727,3264,3814,3506,2941,3209,3807,5376,4740,7542,12148,11565,18077,6533,9458,8921,9012,10671,14704,22994,2646,4050,6711,8788,6180,4661,3669,5744,8721,11872,13073,9594,11103,9818,2392,3594,4572,4649,4490,4815,5010,5484,5632,4849,2508,4228,7392,5878,7793,6464,8869,10148,8378,5444,10686,9175,9611,5615,10858,13996,8056,8559,9284,8050,7277,8898,9674,9070,7561,5592,9315,8877,14338,4199,6584,6142,5982,6896,8337,9682,6453,4040,6191,6728,7956,7700,7937,7659,6519,6729,8444,7727,6406,3810,7968,8748,9547,7776,8624,7049,9705,11719,5893,6353,4649,3471,5411,6658,6427,4750,5240,3298,4402,2488,3180,3320,3229,1555,2620,2721,4597,2156,1419,2766,1857,1210,1986,6281,4324,2381,2783,1997,1682,2002,3073,1827,1345,1881,1935,3591,2973,1864,2564,2282,3204,3297,3045,4202,2848,1569,2262,0,0,0,0,0,0,0,0
34,贵阳,915,811,1042,891,1043,1012,930,1384,1395,1514,1384,2011,1299,591,1456,1243,1444,1845,2165,2803,3788,2423,2170,1814,1383,617,1194,1197,1240,1454,2006,1351,1436,1719,1558,2608,1567,1762,3787,4859,5128,6960,5190,4754,5010,5338,5320,5294,3370,1864,5090,5207,6962,3862,2249,3515,4450,3755,4694,5354,4167,2096,3582,3189,3071,3281,4014,7075,7286,3344,3692,1919,3573,1910,6580,11613,7652,3877,15252,6833,6780,7795,6079,6878,10980,6291,6966,6068,6154,6928,7440,5454,6365,5553,5815,6734,9372,5947,7083,8024,5200,3465,4099,3186,4286,4106,8500,4653,4137,2955,4259,4295,4986,5907,6442,6039,5048,5121,9819,6892,6152,2133,4707,8217,5568,5857,6605,6667,7110,6995,6469,6088,5532,3690,6432,8262,5118,7874,5869,4383,6029,3509,3806,2972,5986,4580,5643,5163,5863,5755,5752,4955,3252,3930,7679,5091,3402,3611,2762,3354,3331,3467,3187,4373,3389,4191,3843,2770,3150,732,3511,6338,6277,4306,4579,5012,5004,6169,5530,0,0,0,0,0,0,0,0
35,昆明,2541,2089,2610,3108,3388,3705,2565,3509,3140,3602,2245,4218,3440,2232,2993,2716,2308,4174,3588,2080,2184,2433,2784,2629,1795,1002,1376,1314,1208,966,1086,661,807,549,724,1033,587,545,762,1008,1087,1347,1301,826,907,514,1124,966,230,1885,1481,1175,905,1296,1011,1061,775,1757,3018,8692,7571,2528,181,897,1712,1248,719,1197,1908,1650,1606,1580,801,2600,1953,2310,3935,3481,3892,3625,3842,2993,3598,4383,4560,2587,3598,3834,4824,3212,4574,3975,6119,5318,5526,6042,5319,2244,6630,4850,2829,3584,5214,3636,4216,3920,4796,8892,4683,3568,3122,4584,4296,4562,4133,4026,3433,2507,4380,5566,4878,1246,2196,4321,3290,3396,4284,3841,4575,5945,4724,4867,4640,1990,5200,5782,5452,4757,4206,4032,2394,1704,10689,5481,3512,2774,2434,5579,5680,6703,4216,3837,5542,5940,4625,6831,5158,2732,4017,6068,5587,6844,7360,6848,7288,6408,4858,5430,4882,381,2218,3545,6091,7030,5493,5601,6944,6191,5808,0,0,0,0,0,0,0,0
36,西安,622,2620,5303,5033,5338,3908,4252,4395,5146,5765,6010,6445,4621,3013,5810,5943,6386,6946,7265,8855,9880,8340,9281,8722,6144,2373,4707,4999,4535,4947,5362,4514,4514,4586,4597,6464,3198,5899,8734,8753,9239,10327,9659,10176,10391,13370,14648,25342,8274,4945,10308,12510,9751,7792,7347,9832,11362,13127,14755,13677,10798,9906,2607,4131,5246,7990,7389,5976,6055,5832,6026,4861,2337,4011,6281,4398,6295,7504,6168,6922,6265,5671,8082,7983,7398,3386,7821,8276,7821,6911,7336,6980,6076,5634,6760,7473,4945,3743,6781,6525,5341,5258,5568,5803,8041,7045,7685,9098,6538,3643,4619,6113,6916,6349,7250,8266,2349,987,8439,7286,6562,3207,7258,9923,7951,8380,7071,6504,8816,12674,10100,10108,6743,6900,6797,12168,5089,5526,2960,2446,2782,2215,3263,3392,3501,2021,2714,3712,2927,2762,2694,7236,6970,4533,6813,7823,7159,3224,4159,4802,4033,4834,4713,4154,3306,3223,5127,4997,3844,470,1949,2634,3255,5284,4848,6214,3675,3811,5137,0,0,0,0,0,0,0,0
37,兰州,188,184,381,386,462,812,411,382,202,460,538,437,175,110,753,926,3532,997,1724,1592,1777,1310,1423,1016,618,269,1067,816,1649,1287,637,580,632,604,640,688,247,500,933,1459,1550,1290,1633,1717,1323,1154,1105,1383,1258,390,1178,767,441,604,749,872,1720,959,894,466,239,254,1265,105,154,159,718,772,1499,1010,733,662,364,279,656,754,584,653,1027,1230,1054,985,1986,2251,1376,515,1374,1334,1433,1440,1905,2326,2140,1506,2294,2245,3256,1679,1648,1750,1464,1579,1984,1901,3194,3049,2091,1970,1271,696,1204,2586,3069,2564,3181,2300,2034,2174,3112,1934,2228,988,3096,3025,2473,2412,2236,2846,2877,2983,4257,3812,2932,2610,3002,1839,1192,2721,2647,2966,2106,1243,1683,2263,1959,877,1725,1990,1301,3036,3027,2306,1780,1629,2326,2635,2522,1035,2168,2309,1753,3000,1705,2162,1944,3098,3557,3583,1962,550,2245,3064,3247,4708,3649,4696,3709,3562,3562,0,0,0,0,0,0,0,0
38,西宁,323,377,710,880,1497,1356,845,1148,1202,1991,1541,1280,1119,597,959,1158,1237,1449,2022,2657,2352,2299,1905,1339,1122,387,1056,855,1094,1069,1288,1225,1153,1100,1043,971,439,638,1057,896,729,990,724,827,757,629,513,671,488,604,2780,2147,1566,1846,1771,1901,4357,2882,3637,2088,860,1699,3307,1339,1530,1476,2840,2169,2586,3131,1992,2123,602,721,1697,1340,1488,1739,1676,2075,2095,2562,2673,1926,1683,554,1439,1448,1433,1185,1587,1842,1930,2011,4115,5356,6419,654,900,1330,959,1302,1151,1206,1636,1500,2617,2728,1275,1028,1292,2104,2093,1597,1812,2542,2134,2153,2842,2349,2058,596,2107,2123,1943,1902,2157,2513,3344,5030,3442,2848,1400,1367,2870,2307,2345,2662,2036,2432,1979,3225,3593,3023,2209,1141,2311,2238,3358,4217,2425,1912,2420,3849,3084,3216,1472,580,1360,2307,1807,2879,2872,2464,2969,3409,2644,2977,1833,36,2228,2372,1854,1734,2095,3331,3896,2949,2769,0,0,0,0,0,0,0,0
39,银川,578,400,1129,1064,1117,1035,1223,1389,1590,1686,1332,1447,1002,516,1148,2120,787,974,372,1000,417,1744,2738,1580,1088,628,1548,1757,1409,1663,1792,2313,1372,1117,1208,654,408,662,1065,1158,1537,2161,1993,1921,1293,1283,1231,1890,694,332,582,674,595,666,431,1155,2645,1091,910,826,346,416,276,523,808,515,381,245,231,100,1697,1015,1077,1645,1636,856,1112,1198,1821,1472,1839,1883,2311,1938,1930,1003,2609,1982,1664,2144,2138,1948,2025,2630,3040,2011,1407,1203,1952,2658,1925,1668,1741,2420,2507,1843,3347,2745,1998,1619,2042,2410,2530,2712,2989,2999,2542,3040,2526,3633,2464,1093,2658,3178,2952,2678,2632,2736,3154,3599,3140,3115,1893,1710,2579,2977,2958,2394,2802,3203,3620,2918,3071,2159,1867,1315,2779,2928,2327,2309,2952,2326,2788,2315,3356,3009,2320,1195,2338,1998,2428,2727,2582,3712,3623,4023,4117,4765,2351,257,1783,3333,2753,4893,4300,1778,3467,4214,4929,0,0,0,0,0,0,0,0
40,乌鲁木齐,299,382,674,678,964,1169,1593,1570,2028,1908,1869,932,938,430,959,372,1370,2268,4311,5265,2393,3659,7745,3832,1990,517,2606,1551,1696,1458,2385,1874,1988,2245,2255,2609,1584,2446,3941,4040,3975,5047,3363,4295,3744,5926,5192,5718,3529,1310,2388,2299,1462,1970,3164,5576,5246,7689,6147,5153,3765,1602,3257,2685,1955,2835,2571,3453,3135,3396,3395,1779,3757,1545,2498,1634,2556,2796,3195,4018,2973,4004,4966,4047,4271,1863,4985,3128,3337,4038,5643,5356,3862,3860,4703,4844,2758,1349,2311,1781,1881,1969,1603,2183,2447,2962,1578,3021,2344,997,3366,2675,4238,2321,3441,1605,3097,2779,4547,7412,2193,1018,1938,5504,3329,3487,2664,3199,3794,4656,4470,7977,1325,1777,2586,3143,3068,2750,3125,5059,4695,3781,5081,5076,3184,1239,1243,2889,2025,2287,2646,1937,4188,5022,4667,6380,2640,1296,2346,3886,3449,2349,2397,3392,3742,3714,4317,6344,1128,0,1359,4373,3275,3964,2422,0,2734,7097,7319,0,0,0,0,0,0,0,0
